Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Total_T_cells_-_%_of_CD45+,Ly6C+_CD5+_T_cells_-_%_of_CD5+_T_cells,Total_ab_T_cells_-_%_of_total_T_cells,Total_CD4+_T_cells_-_%_of_ab_T_cells,CD4+_T_helper_cells_-_%_of_CD4+,Effector_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,Resting_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,KLRG1+_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,Total_Treg_cells_-_%_of_CD4+,Effector_Treg_cells_-_%_of_Treg,Resting_Treg_cells_-_%_of_Treg,KLRG1+_Treg_cells_-_%_of_Treg,Total_CD8+_T_cells_-_%_of_ab_T_cells,Effector_CD8+_T_cells_-_%_of_CD8+,Resting_CD8+_T_cells_-_%_of_CD8+,Naive_CD8+_T_cells_-_%_of_CD8+,KLRG1+_CD8+_T_cells_-_%_of_CD8+,Total_gd_T_cells_-_%_of_total_T_cells,CD5+_gd_T_cells_-_%_of_gd_T_cells,Effector_gd_T_cells_-_%_of_gd_T_cells,Resting_gd_T_cells_-_%_of_gd_T_cells,KLRG1+_gd_T_cells_-_%_of_gd_T_cells,Total_NKT_cells_-_%_of_CD45+,Ly6C+_NKT_cells_-_%_of_NKT_cells,Total_CD4-_NKT_cells_-_%_of_NKT_cells,Effector_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,Resting_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,KLRG1+_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,Total_CD4+_NKT_cells_-_%_of_NKT_cells,Effector_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,Resting_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,KLRG1+_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,Total_NK_cells_-_%_of_CD45+,Effector_NK_cells_-_%_of_NK_cells,Resting_NK_cells_-_%_of_NK_cells,KLRG1+_NK_cells_-_%_of_NK_cells,Immature_NK_cells_-_%_of_NK_cells,Ly6C+_immature_NK_cells_-_%_of_immature_NK_cells,Mature_NK_cells_-_%_of_NK_cellls,Ly6C+_mature_NK_cells_-_%_of_mature_NK_cells,Total_B_cells_-_%_of_CD45+,B1a_cells_-_%_of_B_cells,Total_B2_cells_-_%_of_B_cells,Marginal_zone_B_cells_-_%_of_B2_cells,Marginal_zone_precursor_B_cells_-_%_of_B2_cells,Transitional_1_B_cells_-_%_of_B2_cells,Transitional_2_B_cells_-_%_of_B2_cells,Follicular_B_cells_-_%_of_B2_cells,Germinal_centre_B_cells_-_%_of_B2_cells,Early_germinal_centre_B_cells_-_%_of_B2_cells,Late_germinal_centre_B_cells_-_%_of_B2_cells,Plasma_cells_-_%_of_B2_cells,Memory_B_cells_-_%_of_B2_cells,B2_marginal_zone_+_precursor_cells_-_%_of_B2_cells,B2_t1_+_t2_cells_-_%_of_B2_cells,B2_t3_+_f1_+_f2_+_gc_cells_-_%_of_B2_cells,Total_myeloid_cells_-_%_of_CD45+,Macrophages_-_%_of_myeloid_cells,Granulocytes_+_monocytes_-_%_of_myeloid_cells,Granulocytes_-_%_of_myeloid_cells,Monocytes_-_%_of_myeloid_cells,Eosinophils_-_%_of_myeloid_cells,Total_DC_-_%_of_myeloid_cells,Plasmacytoid_DC_-_%_of_DC,Conventional_DC_(cDC)_-_%_of_DC,Conventional_CD11b_type_DC_-_%_of_cDC,Conventional_CD8a_type_DC_-_%_of_cDC,CD103+_CD8a_type_DC_-_%_of_CD8_type_cDC,Ly6C+_CD5+_T_cells_-_%_of_lymphocytes,Total_ab_T_cells_-_%_of_CD45+,Total_CD4+_T_cells_-_%_of_CD45+,CD4+_T_helper_cells_-_%_of_CD45+,Effector_CD4+_T_helper_cells_-_%_of_CD45+,Resting_CD4+_T_helper_cells_-_%_of_CD45+,KLRG1+_CD4+_T_helper_cells_-_%_of_CD45+,Total_Treg_cells_-_%_of_CD45+,Effector_Treg_cells_-_%_of_CD45+,Resting_Treg_cells_-_%_of_CD45+,KLRG1+_Treg_cells_-_%_of_CD45+,Total_CD8+_T_cells_-_%_of_CD45+,Effector_CD8+_T_cells_-_%_of_CD45+,Resting_CD8+_T_cells_-_%_of_CD45+,Naive_CD8+_T_cells_-_%_of_CD45+,KLRG1+_CD8+_T_cells_-_%_of_CD45+,Total_gd_T_cells_-_%_of_CD45+,CD5+_gd_T_cells_-_%_of_CD45+,Effector_gd_T_cells_-_%_of_CD45+,Resting_gd_T_cells_-_%_of_CD45+,KLRG1+_gd_T_cells_-_%_of_CD45+,Ly6C+_NKT_cells_-_%_of_lymphocytes,Total_CD4-_NKT_cells_-_%_of_CD45+,Effector_CD4-_NKT_cells_-_%_of_CD45+,Resting_CD4-_NKT_cells_-_%_of_CD45+,KLRG1+_CD4-_NKT_cells_-_%_of_CD45+,Total_CD4+_NKT_cells_-_%_of_CD45+,Effector_CD4+_NKT_cells_-_%_of_CD45+,Resting_CD4+_NKT_cells_-_%_of_CD45+,KLRG1+_CD4+_NKT_cells_-_%_of_CD45+,Effector_NK_cells_-_%_of_CD45+,Resting_NK_cells_-_%_of_CD45+,KLRG1+_NK_cells_-_%_of_CD45+,Immature_NK_cells_-_%_of_lymphocytes,Ly6C+_immature_NK_cells_-_%_of_lymphocytes,Mature_NK_cells_-_%_of_lymphocytes,Ly6C+_mature_NK_cells_-_%_of_lymphocytes,B1a_cells_-_%_of_CD45+,Total_B2_cells_-_%_of_CD45+,Marginal_zone_B_cells_-_%_of_CD45+,Marginal_zone_precursor_B_cells_-_%_of_CD45+,Transitional_1_B_cells_-_%_of_CD45+,Transitional_2_B_cells_-_%_of_CD45+,Follicular_B_cells_-_%_of_CD45+,Germinal_centre_B_cells_-_%_of_CD45+,Early_germinal_centre_B_cells_-_%_of_CD45+,Late_germinal_centre_B_cells_-_%_of_CD45+,Plasma_cells_-_%_of_CD45+,Memory_B_cells_-_%_of_CD45+,B2_marginal_zone_+_precursor_cells_-_%_of_lymphocytes,B2_t1_+_t2_cells_-_%_of_lymphocytes,B2_t3_+_f1+_f2_+_gc_cells_-_%_of_lymphocytes,Macrophages_-_%_of_CD45+,Granulocytes_+_monocytes_-_%_of_CD45+,Granulocytes_-_%_of_CD45+,Monocytes_-_%_of_CD45+,Eosinophils_-_%_of_CD45+,Total_DC_-_%_of_CD45+,Plasmacytoid_DC_-_%_of_CD45+,Conventional_DC_-_%_of_CD45+,Conventional_CD11b_type_DC_-_%_of_CD45+,Conventional_CD8a_type_DC_-_%_of_CD45+,CD103+_CD8a_type_DC_-_%_of_CD45+
Rbm14,M01800270,Rbm14:Hom,Hom,Male,2014-08-11,MGDJ,24.561,44.78,94.616,54.708,86.379,41.311,57.827,1.011,12.024,55.669,43.306,8.09,44.604,12.921,23.299,50.286,1.293,5.384,44.19,45.223,50.844,0.176,0.836,74.125,46.393,38.23,61.512,2.062,53.607,81.487,18.364,2.825,1.35,30.857,69.316,22.562,44.195,29.211,55.805,44.803,47.719,3.004,96.789,16.352,8.415,9.3,3.705,44.668,0.179,NA,NA,NA,NA,15.586,12.842,70.093,9.235,10.092,25.33,15.43,9.9,7.092,37.223,10.453,89.547,48.728,50.937,14.307,14.184,23.239,12.713,10.982,4.537,6.35,0.111,1.529,0.851,0.662,0.124,10.365,1.339,2.415,5.212,0.134,1.322,0.584,0.598,0.672,0.002,0.741,0.388,0.148,0.239,0.008,0.448,0.365,0.082,0.013,0.417,0.936,0.305,1.496,0.437,1.889,0.846,1.433,46.187,7.552,3.886,4.296,1.711,20.631,0.083,NA,NA,NA,NA,8.311,6.848,37.379,0.932,2.339,1.425,0.914,0.655,3.438,0.359,3.078,1.5,1.568,0.224
Fdft1,M01801605,Fdft1:Het,Het,Female,2014-08-11,MFXN,23.231,36.523,93.56,56.533,90.909,27.648,72.17,1.528,9.015,52.693,46.825,10.533,42.921,5.581,21.99,68.877,0.847,6.44,41.266,38.703,58.846,0.201,0.871,72.206,41.354,37.928,61.887,4.163,58.646,81.213,18.787,4.762,1.059,33.396,66.761,39.849,40.287,32.366,59.713,50.656,51.344,3.17,96.549,17.869,6.209,8.559,1.958,36.729,0.284,NA,NA,NA,NA,17.458,12.111,69.315,9.236,10.95,33.232,18.774,14.458,9.871,29.428,12.178,87.822,45.315,54.294,13.812,11.118,21.735,12.287,11.17,3.088,8.062,0.171,1.108,0.584,0.519,0.117,9.329,0.521,2.051,6.425,0.079,1.496,0.617,0.579,0.88,0.003,0.655,0.36,0.137,0.223,0.015,0.511,0.415,0.096,0.024,0.354,0.707,0.422,1.217,0.394,1.804,0.914,1.628,49.573,8.858,3.078,4.243,0.971,18.208,0.141,NA,NA,NA,NA,9.369,6.499,37.196,1.011,3.069,1.734,1.335,0.912,2.718,0.331,2.387,1.082,1.296,0.179
Fdft1,M01801607,Fdft1:Het,Het,Female,2014-08-11,MFXN,26.304,36.193,93.874,54.786,86.734,36.311,63.197,1.148,12.519,55.422,43.712,11.848,44.573,10.836,16.79,59.208,0.233,6.126,51.427,41.601,54.779,0.041,1.369,70.534,34.907,48.815,51.116,0.767,65.093,88.257,11.668,3.964,0.998,37.32,62.813,28.366,48.961,28.647,51.039,35.471,42.202,3.567,96.121,15.645,8.914,6.312,4.228,53.575,0.068,NA,NA,NA,NA,12.965,7.732,77.998,10.845,10.385,25.258,15.657,9.602,14.857,33.225,12.054,87.946,50.742,48.943,9.908,11.707,24.693,13.528,11.734,4.261,7.415,0.135,1.694,0.939,0.74,0.201,11.006,1.193,1.848,6.517,0.026,1.611,0.829,0.67,0.883,0.001,1.021,0.478,0.233,0.244,0.004,0.891,0.787,0.104,0.035,0.372,0.627,0.283,1.257,0.36,1.31,0.465,1.505,40.564,6.346,3.616,2.561,1.715,21.732,0.028,NA,NA,NA,NA,6.615,3.945,39.797,1.126,2.739,1.698,1.041,1.611,3.603,0.434,3.169,1.608,1.551,0.154
Snx31,M01802589,Snx31:Hom,Hom,Female,2014-08-11,MGEL,22.964,39.232,93.316,50.919,87.844,34.175,65.425,1.353,11.816,57.446,42.27,9.281,48.57,9.848,20.411,60.044,0.5,6.684,48.252,39.001,57.937,0.651,1.393,73.235,33.118,40.607,59.321,2.312,66.882,67.299,32.308,10.018,1.999,24.908,75.242,38.263,33.715,30.918,66.285,45.668,44.789,2.936,96.784,16.07,7.471,7.153,3.285,45.305,0.084,NA,NA,NA,NA,19.493,7.947,71.026,14.242,8.396,40.313,27.225,13.088,12.938,22.444,13.113,86.887,42.89,56.568,18.358,12.32,21.429,10.911,9.585,3.276,6.271,0.13,1.289,0.741,0.545,0.12,10.408,1.025,2.124,6.249,0.052,1.535,0.741,0.599,0.889,0.01,0.9,0.461,0.187,0.274,0.011,0.932,0.627,0.301,0.093,0.498,1.504,0.765,1.573,0.486,3.092,1.412,1.315,43.349,6.966,3.239,3.101,1.424,19.639,0.036,NA,NA,NA,NA,9.24,3.767,33.668,1.196,5.741,3.877,1.864,1.843,3.196,0.419,2.777,1.191,1.571,0.288
Snx31,M01802593,Snx31:Hom,Hom,Male,2014-08-11,MGEL,28.287,43.113,95.653,55.798,88.433,30.986,68.921,1.069,10.072,49.781,49.342,6.905,43.729,7.494,24.293,66.112,2.119,4.347,47.384,30.523,67.498,1.247,1.385,70.726,32.652,26.161,73.397,5.674,67.348,52.84,46.695,10.754,1.984,19.335,80.816,25.903,36.494,23.761,63.506,41.757,44.379,2.806,96.924,9.352,3.83,13.981,2.658,36.015,0.603,NA,NA,NA,NA,22.531,14.608,61.084,17.747,7.382,52.492,35.811,16.681,4.893,19.909,13.679,86.321,43.399,56.055,14.447,17.334,27.057,15.097,13.351,4.137,9.202,0.143,1.521,0.757,0.75,0.105,11.832,0.887,2.874,7.822,0.251,1.23,0.583,0.375,0.83,0.015,0.807,0.452,0.118,0.332,0.026,0.933,0.493,0.436,0.1,0.384,1.604,0.514,1.714,0.407,2.983,1.246,1.245,43.014,4.023,1.648,6.014,1.143,15.491,0.259,NA,NA,NA,NA,8.027,5.204,21.762,1.31,9.316,6.355,2.96,0.868,3.533,0.483,3.05,1.324,1.71,0.247
Fbxo33,M01803136,Fbxo33(b):Hom,Hom,Female,2014-08-11,MUBU,28.389,32.92,94.081,54.021,89.331,34.635,64.943,1.153,10.207,49.321,50.068,7.085,45.464,7.209,19.438,65.257,0.321,5.919,52.073,35.449,60.901,0.099,1.627,71.935,26.833,42.061,57.328,1.832,73.167,75.476,24.216,6.775,1.986,27.358,72.894,38.855,33.925,28.924,66.075,48.159,50.298,2.441,97.266,11.476,6.846,8.383,4.54,60.712,0.411,NA,NA,NA,NA,16.264,9.105,72.853,12.374,6.047,40.33,28.653,11.677,12.026,19.713,16.459,83.541,41.878,57.556,15.659,11.594,26.708,14.428,12.889,4.464,8.37,0.149,1.473,0.726,0.737,0.104,12.143,0.875,2.36,7.924,0.039,1.68,0.875,0.596,1.023,0.002,0.93,0.437,0.184,0.25,0.008,1.191,0.899,0.288,0.081,0.543,1.448,0.772,1.352,0.391,2.634,1.268,1.228,48.923,5.615,3.349,4.101,2.221,29.702,0.201,NA,NA,NA,NA,7.043,3.943,31.549,0.748,4.991,3.546,1.445,1.488,2.439,0.402,2.038,0.853,1.173,0.184
Fbxo33,M01803137,Fbxo33(b):Hom,Hom,Female,2014-08-11,MUBU,24.806,38.593,92.807,54.038,91.021,26.718,73.165,0.977,8.735,54.724,45,13.558,45.453,3.205,28.437,66.243,0.162,7.193,47.581,37.4,59.649,0.131,1.216,68.095,34.923,37.52,62.088,2.669,65.077,76.664,23.126,5.771,1.358,24.865,75.233,32.572,39.662,22.985,60.338,47.257,48.717,2.697,97.005,16.794,5.643,8.734,3.49,46.737,0.35,NA,NA,NA,NA,20.596,11.318,66.707,12.292,12.894,37.948,24.319,13.629,10.817,21.626,14.583,85.417,41.5,58.221,11.699,13.278,23.021,12.44,11.323,3.025,8.285,0.111,1.087,0.595,0.489,0.147,10.464,0.335,2.976,6.932,0.017,1.784,0.849,0.667,1.064,0.002,0.93,0.425,0.159,0.264,0.011,0.791,0.607,0.183,0.046,0.338,1.022,0.442,1.521,0.35,2.313,1.093,1.314,47.258,7.936,2.667,4.128,1.65,22.087,0.166,NA,NA,NA,NA,9.481,5.21,30.708,1.585,4.665,2.989,1.675,1.33,2.658,0.388,2.271,0.942,1.322,0.155
Chd9,M01803762,Chd9:Hom,Hom,Male,2014-08-11,MGJD,25.454,44.121,94.648,53.261,87.266,41.215,58.329,0.994,11.859,61.731,37.306,9.529,46.017,13.531,27.714,47.474,1.055,5.352,47.59,41.106,55.004,0.22,0.805,78.141,53.853,38.769,61.385,5,46.147,81.867,17.953,5.835,1.723,27.157,73.037,24.449,37.843,24.199,62.157,38.156,45.567,2.661,97.12,18.31,4.723,7.819,2.984,40.793,0.082,NA,NA,NA,NA,20.745,9.608,68.315,15.861,7.265,41.507,22.906,18.602,9.506,27.599,6.907,93.093,52.049,47.599,16.927,14.687,24.091,12.831,11.197,4.615,6.531,0.111,1.522,0.939,0.568,0.145,11.086,1.5,3.072,5.263,0.117,1.362,0.648,0.56,0.749,0.003,0.798,0.433,0.168,0.266,0.022,0.371,0.304,0.067,0.022,0.468,1.259,0.421,1.622,0.392,2.664,1.016,1.212,44.254,8.103,2.09,3.46,1.32,18.052,0.036,NA,NA,NA,NA,8.986,4.162,29.591,1.152,6.583,3.633,2.95,1.508,4.377,0.302,4.075,2.121,1.94,0.328
Xpnpep1,M01808792,Xpnpep1:Hom,Hom,Female,2014-08-11,MFHU,27.475,31.411,94.384,59.605,87.255,37.521,61.755,1.873,12.452,57.984,40.977,11.465,39.796,9.729,16.441,61.877,1.072,5.616,47.073,43.487,53.1,0.065,1.089,70.237,36.038,37.043,62.702,3.229,63.962,85.4,14.696,5.218,1.942,32.733,67.576,41.383,38.331,26.65,61.669,38.542,44.834,4.474,95.075,17.216,6.288,10.128,4.949,46.973,0.223,NA,NA,NA,NA,17.24,14.283,66.656,11.29,7.228,36.12,19.655,16.466,12.294,24.975,14.47,85.53,43.621,56.019,21.663,10.644,25.932,15.457,13.487,5.06,8.329,0.253,1.925,1.116,0.789,0.221,10.32,1.004,1.697,6.386,0.111,1.543,0.726,0.671,0.819,0.001,0.706,0.392,0.145,0.246,0.013,0.696,0.595,0.102,0.036,0.636,1.312,0.804,1.703,0.454,2.74,1.056,2.006,42.626,7.338,2.68,4.317,2.11,20.023,0.095,NA,NA,NA,NA,8.066,6.683,31.186,0.816,4.078,2.219,1.859,1.388,2.82,0.408,2.412,1.052,1.351,0.293
Prrt2,M01795557,WT,WT,Female,2014-08-13,MGKU,29.261,NA,94.624,56.127,90.305,18.956,81.028,0.821,9.594,44.415,55.183,7.909,43.263,3.187,22.222,73.526,0.501,5.376,41.783,33.312,65.121,0.424,1.396,NA,30.573,34.27,65.574,1.952,69.427,60.021,39.773,9.282,1.76,19.644,80.45,37.566,NA,NA,NA,NA,53.881,2.322,97.489,11.7,13.65,4.905,1.931,NA,0.22,NA,NA,NA,NA,25.351,6.836,60.033,8.078,10.086,31.152,18.062,13.09,14.234,24.005,15.65,84.35,44.765,54.959,13.02,NA,27.688,15.541,14.034,2.66,11.371,0.115,1.491,0.662,0.823,0.118,11.979,0.382,2.662,8.807,0.06,1.573,0.657,0.524,1.024,0.007,NA,0.427,0.146,0.28,0.008,0.969,0.582,0.385,0.09,0.346,1.416,0.661,NA,NA,NA,NA,1.251,52.528,6.146,7.17,2.576,1.014,NA,0.116,NA,NA,NA,NA,13.316,3.591,31.534,0.815,2.516,1.459,1.057,1.15,1.939,0.303,1.636,0.732,0.899,0.117
5730559C18Rik,M01797252,5730559C18Rik:Hom,Hom,Female,2014-08-13,MGHU,24.989,NA,93.284,54.688,88.781,30.993,68.949,1.095,11.042,57.197,42.188,9.754,44.634,6.166,25.815,64.999,0.878,6.716,40.766,38.801,59.353,0.357,1.27,NA,30.42,37.619,61.95,3.279,69.58,75.217,24.557,6.488,2.187,20.232,79.86,38.772,NA,NA,NA,NA,58.55,2.024,97.777,11.349,11.124,6.759,3.746,NA,0.303,NA,NA,NA,NA,22.474,10.506,60.523,9.977,9.546,33.596,23.403,10.194,12.997,23.283,15.241,84.759,49.448,50.193,11.538,NA,23.31,12.748,11.318,3.508,7.803,0.124,1.408,0.805,0.594,0.137,10.404,0.641,2.686,6.763,0.091,1.678,0.684,0.651,0.996,0.006,NA,0.386,0.145,0.239,0.013,0.883,0.664,0.217,0.057,0.443,1.747,0.848,NA,NA,NA,NA,1.185,57.248,6.497,6.368,3.87,2.145,NA,0.174,NA,NA,NA,NA,12.866,6.014,34.648,0.952,3.352,2.335,1.017,1.297,2.323,0.354,1.969,0.974,0.988,0.114
Mospd1,M01797849,Mospd1:Hemi,Hom,Male,2014-08-13,MGHQ,28.95,NA,95.12,56.433,87.449,23.54,76.362,0.814,12.364,45.172,54.221,6.83,42.749,4.996,22.64,69.769,0.354,4.88,46.865,36.256,62.023,0.236,1,NA,35.776,29.981,69.367,3.259,64.224,70.073,29.72,5.239,1.885,17.194,82.965,26.1,NA,NA,NA,NA,51.927,2.341,97.489,11.718,12.615,6.004,2.883,NA,0.194,NA,NA,NA,NA,24.332,8.886,57.691,8.455,8.362,30.135,20.035,10.1,7.459,37.937,12.46,87.54,53.431,46.237,5.494,NA,27.537,15.54,13.589,3.199,10.377,0.111,1.921,0.868,1.042,0.131,11.772,0.588,2.665,8.213,0.042,1.413,0.662,0.512,0.876,0.003,NA,0.358,0.107,0.248,0.012,0.642,0.45,0.191,0.034,0.324,1.564,0.492,NA,NA,NA,NA,1.216,50.624,5.932,6.386,3.039,1.459,NA,0.098,NA,NA,NA,NA,12.318,4.499,29.205,0.707,2.548,1.694,0.854,0.631,3.208,0.4,2.808,1.5,1.298,0.071
Mospd1,M01797854,Mospd1:Hemi,Hom,Male,2014-08-13,MGHQ,26.811,NA,95.481,59.381,87.725,24.827,75.083,0.655,12.131,45.418,53.696,5.711,39.884,6.607,20.793,68.495,0.467,4.519,33.81,53.783,44.787,0.11,1.152,NA,27.415,44.409,55.591,5.591,72.585,68.805,30.677,6.653,1.81,20.921,79.208,25.635,NA,NA,NA,NA,55.899,1.567,98.286,9.451,8.44,7.858,4.292,NA,0.248,NA,NA,NA,NA,17.891,12.149,61.392,8.244,5.53,30.592,17.984,12.608,12.553,32.451,14.434,85.566,55.201,44.157,7.745,NA,25.599,15.201,13.335,3.311,10.012,0.087,1.844,0.838,0.99,0.105,10.21,0.675,2.123,6.993,0.048,1.211,0.41,0.652,0.543,0.001,NA,0.316,0.14,0.176,0.018,0.837,0.576,0.257,0.056,0.379,1.433,0.464,NA,NA,NA,NA,0.876,54.941,5.193,4.637,4.317,2.358,NA,0.136,NA,NA,NA,NA,9.83,6.675,33.729,0.456,2.522,1.483,1.039,1.035,2.675,0.386,2.289,1.264,1.011,0.078
Cmip,M01799486,WT,WT,Male,2014-08-13,MEWD,27.348,NA,94.623,58.692,89.29,34.117,65.859,0.855,10.688,54.915,44.593,10.035,40.603,4.924,27.567,65.546,0.802,5.377,36.452,37.744,60.739,0.113,1.411,NA,30.406,38.82,61.102,3.804,69.594,64.62,35.21,10.855,1.734,24.616,75.538,23.962,NA,NA,NA,NA,53.324,2.47,97.31,13.808,7.771,7.926,5.601,NA,0.524,NA,NA,NA,NA,21.579,13.527,53.053,9.586,6.913,28.045,15.015,13.03,8.777,32.969,12.857,87.143,50.266,49.443,7.564,NA,25.878,15.188,13.562,4.627,8.931,0.116,1.623,0.891,0.724,0.163,10.507,0.517,2.897,6.887,0.084,1.47,0.536,0.555,0.893,0.002,NA,0.429,0.167,0.262,0.016,0.982,0.635,0.346,0.107,0.427,1.31,0.415,NA,NA,NA,NA,1.317,51.89,7.165,4.032,4.113,2.906,NA,0.272,NA,NA,NA,NA,11.197,7.019,27.529,0.663,2.688,1.439,1.249,0.841,3.16,0.406,2.754,1.384,1.362,0.103
Oaf,M01800884,WT,WT,Male,2014-08-13,MGNL,26.616,NA,95.434,58.347,86.686,29.807,70.139,0.718,13.152,45.719,53.649,9.417,40.903,4.569,27.3,66.521,0.478,4.566,37.473,43.01,55.537,0.137,1.109,NA,35.356,27.613,71.963,1.529,64.644,67.147,32.574,10.548,1.448,17.975,82.186,24.695,NA,NA,NA,NA,53.638,2.344,97.448,8.943,8.398,6.25,2.581,NA,0.492,NA,NA,NA,NA,17.341,8.831,61.147,8.462,7.697,29.224,17.288,11.935,7.949,34.002,13.913,86.087,55.766,43.816,8.538,NA,25.401,14.821,12.848,3.829,9.011,0.092,1.949,0.891,1.046,0.184,10.39,0.475,2.836,6.911,0.05,1.215,0.455,0.523,0.675,0.002,NA,0.392,0.108,0.282,0.006,0.717,0.481,0.234,0.076,0.26,1.19,0.357,NA,NA,NA,NA,1.257,52.269,4.674,4.39,3.267,1.349,NA,0.257,NA,NA,NA,NA,9.064,4.616,31.961,0.651,2.473,1.463,1.01,0.673,2.877,0.4,2.477,1.381,1.085,0.093
Oaf,M01800900,WT,WT,Female,2014-08-13,MGNL,25.518,NA,93.32,62.032,88.088,42.012,57.975,1.039,11.781,58.767,40.888,9.322,37.207,8.264,33.065,55.997,1.305,6.68,46.297,33.985,63.006,0.821,1.28,NA,39.292,50.265,49.536,1.987,60.708,85.255,14.316,4.286,1.376,25.206,75.085,38.329,NA,NA,NA,NA,56.482,2.693,96.997,10.202,8.433,6.974,3.622,NA,0.728,NA,NA,NA,NA,18.635,10.596,60.721,7.957,7.184,30.941,18.24,12.702,8.299,27.016,13.971,86.029,45.656,54.019,11.345,NA,23.814,14.772,13.012,5.467,7.544,0.135,1.74,1.023,0.712,0.162,8.86,0.732,2.93,4.961,0.116,1.705,0.789,0.579,1.074,0.014,NA,0.503,0.253,0.249,0.01,0.777,0.663,0.111,0.033,0.347,1.033,0.527,NA,NA,NA,NA,1.521,54.786,5.589,4.62,3.821,1.984,NA,0.399,NA,NA,NA,NA,10.209,5.805,33.266,0.572,2.462,1.451,1.011,0.66,2.15,0.3,1.849,0.844,0.999,0.113
Oaf,M01800909,WT,WT,Male,2014-08-13,MGNL,27.883,NA,94.691,56.084,89.938,23.543,76.239,0.826,9.909,45.196,53.736,7.177,43.421,3.956,29.884,64.329,0.628,5.309,32.823,34.984,63.417,0.585,1.233,NA,24.399,25.471,74.419,2.658,75.601,57.898,41.673,6.326,1.483,15.64,84.449,21.461,NA,NA,NA,NA,51.875,2,97.822,10.463,9.693,7.059,3.34,NA,0.279,NA,NA,NA,NA,20.156,10.4,59.694,9.282,4.376,36.859,21.725,15.134,12.585,24.248,17.431,82.569,53.417,46.238,8.223,NA,26.403,14.808,13.318,3.135,10.154,0.11,1.467,0.663,0.788,0.105,11.465,0.454,3.426,7.375,0.072,1.48,0.486,0.518,0.939,0.009,NA,0.301,0.077,0.224,0.008,0.932,0.54,0.389,0.059,0.232,1.252,0.318,NA,NA,NA,NA,1.038,50.745,5.309,4.919,3.582,1.695,NA,0.141,NA,NA,NA,NA,10.228,5.277,30.292,0.406,3.421,2.016,1.405,1.168,2.251,0.392,1.858,0.993,0.859,0.071
Oaf,M01800913,WT,WT,Female,2014-08-13,MGNL,24.571,NA,93.947,55.485,89.187,26.776,73.063,0.997,10.628,49.608,49.951,9.398,43.809,5.024,24.553,68.098,0.705,6.053,39.606,39.449,58.445,0.381,1.621,NA,30.997,41.114,58.687,2.454,69.003,78.344,21.448,7.507,1.714,22.542,77.614,31.967,NA,NA,NA,NA,56.205,1.964,97.861,13.207,9.355,6.588,2.379,NA,0.076,NA,NA,NA,NA,22.562,8.967,56.189,8.315,8.814,32.943,19.201,13.742,11.432,27.092,18.998,81.002,50.67,48.82,8.319,NA,23.084,12.808,11.423,3.059,8.346,0.114,1.361,0.675,0.68,0.128,10.113,0.508,2.483,6.887,0.071,1.487,0.589,0.587,0.869,0.006,NA,0.502,0.207,0.295,0.012,1.118,0.876,0.24,0.084,0.386,1.331,0.548,NA,NA,NA,NA,1.104,55.002,7.264,5.146,3.623,1.309,NA,0.042,NA,NA,NA,NA,12.41,4.932,30.905,0.733,2.739,1.597,1.143,0.951,2.253,0.428,1.825,0.925,0.891,0.074
Tmem127,M01803354,Tmem127:Hom,Hom,Male,2014-08-13,MFJN,34.823,NA,96.314,43.774,88.671,18.279,81.642,0.657,11.252,42.653,57.085,5.483,55.498,3.435,31.077,63.833,0.444,3.686,38.755,43.761,54.812,0.856,0.814,NA,43.372,32.642,67.17,3.679,56.628,82.876,16.691,3.974,0.918,21.61,78.39,34.735,NA,NA,NA,NA,43.26,2.846,96.996,15.671,16.583,5.905,2.382,NA,0.213,NA,NA,NA,NA,32.254,8.287,51.468,5.999,8.363,18.643,15.148,3.495,12.442,29.468,9.278,90.722,46.352,53.295,21.88,NA,33.539,14.682,13.018,2.38,10.628,0.086,1.652,0.705,0.943,0.091,18.614,0.639,5.784,11.882,0.083,1.284,0.497,0.562,0.704,0.011,NA,0.353,0.115,0.237,0.013,0.461,0.382,0.077,0.018,0.198,0.72,0.319,NA,NA,NA,NA,1.231,41.961,6.576,6.958,2.478,1,NA,0.089,NA,NA,NA,NA,13.534,3.477,21.596,0.502,1.118,0.909,0.21,0.746,1.768,0.164,1.604,0.743,0.855,0.187
