Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Vg5plus_Dendritic_epidermal_T_cell_xDETCx_count,CD45plus_Vg5minus_MHC_IIminus_cell_count,Count_of_Vg5plus_DETC_contacting_LC,Count_of_Vg5plus_DETC_not_contacting_LC,Langerhans_cell_xLCx_count,Vg5plus_DETC_to_LC,contacting_to_not_contacting_Vg5plus_DETC,CD45plus_Vg5minus_MHC_IIminus_cells_to_Vg5plus_DETC,Average_volume_of_Vg5plus_DETC,Average_volume_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_volume_of_Vg5plus_DETC_contacting_LC,Average_volume_of_Vg5plus_DETC_not_contacting_LC,Average_volume_of_LC,Average_roundness_of_Vg5plus_DETC,Average_roundness_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_roundness_of_Vg5plus_DETC_contacting_LC,Average_roundness_of_Vg5plus_DETC_not_contacting_LC,Average_roundness_of_LC,Average_no_of_branches_on_Vg5plus_DETC,Average_no_of_branches_on_Vg5plus_DETC_contacting_LC,Average_no_of_branches_on_Vg5plus_DETC_not_contacting_LC,Average_no_of_branches_on_LC,Average_branch_length_of_Vg5plus_DETC,Average_branch_length_of_Vg5plus_DETC_contacting_LC,Average_branch_length_of_Vg5plus_DETC_not_contacting_LC,Average_branch_length_of_LC
1700011A15Rik,M01648493,1700011A15Rik:Hom,Hom,Male,2014-02-26,MFUU,92.3,0.7,53,39.3,58.7,1.59,1.47,0.01,10940.33,4830,11914.67,8938,11329,2.55,2.18,2.56,2.55,2.68,2.79,3.15,2.25,2.92,13.72,12.67,13.39,11.8
Rundc1,M01654607,WT,WT,Female,2014-02-26,MUAV,138.7,3.3,83.3,55.3,108,1.28,1.5,0.03,9047.33,5092.83,9861.5,7849.5,5148.33,2.55,2.66,2.65,2.46,2.52,3.38,4.05,2.85,3.29,14.66,13.57,14.36,12.88
Nrde2,M01648288,WT,WT,Female,2014-02-26,MFUJ,93.3,0.7,70,23.3,83.7,1.14,3.19,0.01,10548,5760,11860.5,7891.83,9079,2.55,2.76,2.57,2.46,2.7,3.45,3.88,2.74,3.94,15.65,13.68,15.56,13.04
Dbn1,M01653251,WT,WT,Male,2014-02-26,MUCL,98.7,0.7,45.3,53.3,43.3,2.66,0.87,0.01,7050.67,11717.5,7563,6412.67,11003.67,2.76,3.08,2.83,2.68,3,3,3.68,2.68,4.46,17.35,15.82,17.33,12.41
Pced1a,M01660334,WT,WT,Female,2014-03-03,MUCD,37,2.3,19.7,17.3,69,0.59,0.97,0.07,5955.5,4106,5983.67,5375,6009.33,2.76,3.15,2.47,2.79,2.55,2.04,3.84,1.81,4.87,12.42,12.68,12.52,13
Wnt16,M01658056,Wnt16(b):Het,Het,Male,2014-03-03,MUBC,8.7,2.7,0.3,8.3,49.7,0.17,0.03,0.46,6648.33,4385.83,9296,6586.67,7751,2.67,2.9,2.12,2.68,2.95,1.3,1,1.35,4.41,10.33,10.17,10.37,11.48
Armc7,M01656751,WT,WT,Female,2014-03-03,MUCC,86,0,82.7,3.3,85,1.01,27.33,0,4432.83,10714.33,4711,4496,5449,2.88,2.35,2.72,2.94,2.92,2.67,1,2.67,5.92,9.66,13.52,11.38,13.43
Wnt16,M01658093,Wnt16(b):Het,Het,Female,2014-03-03,MUBC,104.7,0.3,82.7,22,97,1.08,4.12,0,9552.5,5271,9604.5,8733.5,13511.17,2.79,3.13,2.79,2.78,2.68,3.25,5.32,2.82,9.28,15.94,14.52,15.92,12.52
Mybphl,M01655324,Mybphl(b):Het,Het,Male,2014-03-03,MUAF,58.7,6,26,32.7,58,1.01,0.79,0.11,11659.83,5851.67,13949.33,10256.17,6888.17,2.87,2.54,2.87,2.87,2.84,3.6,6.47,3.21,8.09,15.75,13.95,15.86,12.74
Tctex1d2,M01664548,WT,WT,Male,2014-03-03,MFYD,75.3,3.7,38.3,37,52.7,1.35,0.91,0.04,6439.67,5848,10027.33,5778.83,12021.67,2.58,2.59,2.66,2.55,2.79,2.63,6.05,2.28,9.16,15.03,14.16,15.1,14.04
Sgms1,M01659561,WT,WT,Male,2014-03-03,MEBK,63,2,36,27,90,0.7,1.33,0.03,8290,6392.5,11111.5,7115,12064,3.01,2.38,3.03,2.98,2.85,2.82,5.37,2.41,9.08,15.79,13.81,15.18,12.71
Tomm20l,M01658832,Tomm20l(b):Hom,Hom,Female,2014-03-03,MUAR,85,0.3,59.7,25.3,98,0.86,2.58,0,8016.67,3104,8515.67,6388.67,11219.33,2.63,2.06,2.67,2.43,2.79,2.7,4.78,2.1,8.17,14.14,13.04,13.56,12.52
Uri1,M01660996,Uri1:Hom,Hom,Female,2014-03-03,MFEW,121.7,1,69.7,52,89.3,1.37,1.47,0.01,8465.67,4084,9074,8124.5,11128.33,2.71,2.7,2.78,2.61,2.69,3.43,5.66,2.94,8.72,16.19,14.71,16.32,13.26
Slitrk4,M01662805,Slitrk4(b):Hom,Hom,Female,2014-03-05,MUAB,87.7,3.3,59,28.7,102.7,0.86,2.11,0.04,6716.67,4244.67,7011.67,5681.83,13314,2.78,2.51,2.76,2.81,2.78,2.83,4.35,2.59,10.52,16.09,14.86,16.03,12.61
N6amt2,M01664065,N6amt2:Hom,Hom,Male,2014-03-05,MFTF,46.3,1,28,18.3,65.3,0.76,1.58,0.02,8022,4612.5,8926.17,6730.5,14086.83,2.68,2.22,2.85,2.39,2.73,3.01,4.79,2.4,9.87,15.31,13.54,15.5,12.54
1700011A15Rik,M01660893,1700011A15Rik:Hom,Hom,Female,2014-03-05,MFUU,122,4,75,47,83,1.48,1.6,0.03,9147.5,8784.67,9302.17,8064,8791.67,2.38,2.1,2.41,2.24,2.77,2.44,3.66,2.23,7.64,16.83,15.37,16.22,13.59
Dlg4,M01663336,Dlg4:Hom,Hom,Female,2014-03-05,MEEV,65.7,2.3,24,41.7,58.7,1.16,0.58,0.03,7634,4951,8771.67,7410,9106.17,2.65,2.77,2.74,2.57,2.62,2.59,4.95,2.45,7.93,15.12,13.52,15.59,12.96
Fdft1,M01666974,WT,WT,Female,2014-03-05,MFXN,51,6,24.7,26.3,81,0.77,1.44,0.14,5833.67,4257.67,6542.5,5209,8923.5,2.51,2.79,2.68,2.36,2.7,2.31,4.67,1.73,6.77,13.25,12.68,12.73,13.01
Trem1,M01664085,Trem1(Vlcg):Hom,Hom,Female,2014-03-05,MFZX,109.3,1.3,76,33.3,113.3,1,2.3,0.01,8447.5,4503,8803.67,7544,9770,2.76,2.63,2.81,2.61,2.61,2.99,4.9,2.54,7.77,15.26,13.73,14.6,12.5
N6amt2,M01664071,N6amt2:Hom,Hom,Female,2014-03-05,MFTF,100.7,0,69.7,31,76.3,2.69,1.71,0,8813.5,NA,11176.75,6902,9497.83,2.96,NA,2.68,2.87,2.58,4,5.67,3.64,5.17,14.87,14.04,14.72,13.12
Aldh3b1,M01660556,Aldh3b1(b):Hom,Hom,Male,2014-03-05,MUBT,80,3.7,34.7,45.3,64,1.33,0.83,0.05,5825.83,7977.5,6812.67,5686.5,7352,2.58,3.24,2.64,2.49,2.91,2.34,3.86,2.15,5.86,14.53,13.79,14.51,12.81
Gm16515,M01654467,Gm16515(b):Hom,Hom,Female,2014-03-05,MUBX,111,0.7,70.7,40.3,89.3,1.28,1.75,0.1,11673,8570,13044.5,9551.83,10804.67,2.53,2.54,2.61,2.3,2.7,3.03,5.3,2.68,8.62,16.63,14.86,16.77,13.51
Ccdc159,M01666650,Ccdc159:Hom,Hom,Male,2014-03-05,MEZZ,5,0,2.3,2.7,69,0.08,0.89,0,6121,NA,7693,5730.17,7099.33,2.56,NA,2.77,2.36,2.74,2.87,3.94,3.5,5.42,16.17,13.47,18.04,13.05
Vps51,M01581050,Vps51:Het,Het,Female,2013-12-05,MFDC,129.7,0.7,88.3,41.3,99.3,1.32,2.17,0,13708.67,7162,15273,9445.5,9404,2.45,2.95,2.48,2.47,2.71,3.49,4.16,2.92,3.72,14.32,13.16,14.27,12.32
Cyp2r1,M01574283,Cyp2r1(b):Hom,Hom,Male,2013-12-05,MUBS,114.7,1.3,44,70.7,74.7,1.58,0.67,0.01,8323.5,5971,10484.33,7834.67,5706.17,2.55,2.1,2.66,2.49,2.67,2.25,2.68,2.06,2.87,14.47,12.81,14.57,11.82
Traf2,M01579016,Traf2:Het,Het,Male,2013-12-05,MFVP,65.3,9,16.3,49,41.3,1.6,0.34,0.14,5524.5,6470.5,5471.5,5299.5,5908,2.19,2.52,2.24,2.19,2.49,1.74,1.57,1.79,2.06,13.23,11.71,13.19,11.4
Leprot,M01574723,Leprot(b):Hom,Hom,Male,2013-12-04,MUAX,84.7,1.7,39.7,45,61.3,1.38,0.81,0.03,7903.67,6828,8036.33,7424.17,8630.67,2.51,3.4,2.57,2.45,2.65,1.81,2.02,1.69,2.78,13.63,12.14,13.22,11.36
Traf2,M01579022,Traf2:Het,Het,Female,2013-12-05,MFVP,87.3,0.3,64,23.3,81.3,1.1,2.78,0,9683,5217,10307,8420.83,12258.17,2.62,3.6,2.65,2.46,2.64,3.05,3.63,2.54,3.52,15.92,14.1,15.5,12
Myo10,M01565868,WT,WT,Male,2013-12-04,MFQX,111.7,0.7,61.7,50,71,1.58,1.24,0.01,12428.83,5322.5,13741.5,10992,6023.33,2.4,2.83,2.45,2.3,2.81,2.69,3.13,2.18,3.54,14.73,13.24,14.7,13.43
Cyp2r1,M01574287,Cyp2r1(b):Hom,Hom,Female,2013-12-05,MUBS,104.3,0,85.7,18.7,90.3,1.15,4.58,0,13953.83,NA,14327.67,11100.33,10926.5,2.56,NA,2.57,2.48,2.85,3.48,3.96,2.82,4.84,16.11,14.5,16.18,12.76
Os9,M01578958,Os9:Hom,Hom,Female,2013-12-05,MEFC,111,2,63,48,84,1.3,1.33,0.02,7880,7660.83,8464.17,6675.5,7668.5,2.78,2.36,2.83,2.72,2.65,2.71,3.27,2.44,2.48,14.75,13.46,14.42,11.65
Atp8b2,M01574151,Atp8b2:Hom,Hom,Male,2013-12-04,MFFN,78,4,42.3,35.7,55.3,1.4,1.2,0.05,9741.83,7554.83,10395.67,9082.5,5971.67,2.45,2.5,2.49,2.35,2.93,2.62,2.9,2.38,3.36,16.23,15.05,15.87,13.07
Atp8b2,M01574152,Atp8b2:Hom,Hom,Male,2013-12-04,MFFN,115.3,2.3,79.7,35.7,72.3,1.6,2.38,0.02,10287.33,4153,10840.67,9608.5,9523,2.62,2.28,2.64,2.55,2.92,2.87,3.37,2.52,3.29,16.66,14.75,16.18,12.5
Dpy30,M01574551,Dpy30:Het,Het,Female,2013-12-04,MFKN,116,5,60.3,55.7,78,1.52,1.11,0.04,7651.17,5456.67,8230.67,7256.67,10346.5,2.8,2.69,2.8,2.79,2.85,2.58,2.93,2.35,2.78,13.73,12.69,13.46,11.31
Ogdh,M01573420,WT,WT,Male,2013-12-04,MFEE,77,2.3,24.7,52.3,35,2.31,0.48,0.03,5667.67,5661,6242.67,5448.33,12389.33,2.69,3.12,2.86,2.63,3.06,2.59,2.83,2.4,6.39,13.76,13.1,13.56,14.4
Ogdh,M01573421,WT,WT,Male,2013-12-04,MFEE,95.3,4.7,37.7,57.7,54.7,1.77,0.68,0.05,10542.33,7273.67,10878,10083.83,5460.83,2.76,2.94,2.84,2.74,2.8,2.6,2.81,2.36,2.69,13.84,12.89,13.48,12.03
Ogdh,M01573418,WT,WT,Female,2013-12-04,MFEE,79,2,46.7,32.3,72.3,1.17,2.02,0.03,8245.67,4467.5,9779.67,7322.33,8887.83,2.33,2.4,2.43,2.14,2.45,2.66,3.09,2.38,5.05,15.49,13.37,15.03,14.02
Prame,M01570524,Prame:Hom,Hom,Female,2013-12-05,MEJQ,121,1,86.3,34.7,120,1.01,2.5,0.01,9047.33,4959,9707,7434,5498,2.45,2.6,2.51,2.31,2.8,2.47,2.77,1.98,3.37,16.47,14.7,15.64,12.43
Ogdh,M01573419,WT,WT,Female,2013-12-04,MFEE,93,4,29.3,63.7,44.3,2.19,0.47,0.04,7422.67,4270.17,7849.67,7207.33,8527.17,2.63,2.22,2.7,2.63,2.61,2.56,2.91,2.46,2.7,14.51,12.79,14.37,11.2
Gm16379,M01574567,Gm16379:Hom,Hom,Male,2013-12-04,MFGH,80.7,2.3,47.7,33,45.3,1.8,1.63,0.03,11234.17,6637.75,12087.67,8782.17,13220.17,2.52,2.6,2.55,2.46,2.98,2.87,3,2.47,3.84,16.22,13.7,16.11,11.94
Prame,M01570518,Prame:Hemi,Hom,Male,2013-12-05,MEJQ,85.3,1,35.7,49.7,50.3,1.7,0.72,0.01,10966.33,5395.75,12676.33,9565.5,7344.33,2.75,2.96,2.77,2.75,2.87,3.3,3.79,2.99,3.35,14.83,12.89,14.83,12.53
Prame,M01570517,Prame:Hemi,Hom,Male,2013-12-05,MEJQ,90,3.7,42,48,58,1.58,0.92,0.13,11972.67,7623.17,15176.67,9601.33,5365.17,2.74,2.79,2.71,2.76,2.74,2.35,2.49,2.19,2.89,14.03,11.72,14.14,11.92
3300002A11Rik,M01577775,3300002A11Rik:Hom,Hom,Female,2013-12-12,MFBX,120.3,1,75,45.3,73.7,1.62,1.99,0.01,10553.33,7684,11158.5,9154,9030.33,2.53,2.28,2.59,2.4,2.79,3.04,3.44,2.76,3.13,15.84,13.7,15.52,11.65
Vps33b,M01588528,WT,WT,Female,2013-12-12,MEXC,98.3,0.3,54,44.3,67.7,1.46,1.22,0,10306.83,3816,11569,8905.33,10937.5,2.6,2.64,2.7,2.48,2.64,3.16,3.78,2.88,3.22,14.8,13.04,14.7,11.78
Dusp5,M01583232,Dusp5:Hom,Hom,Male,2013-12-12,MFAJ,79.7,3.3,35.3,44.3,44.7,1.82,1.11,0.05,10023,5047.5,10073.33,8648.67,9259.33,2.83,2.98,2.85,2.83,2.83,3.41,3.84,3.17,3.31,16.55,14.34,16.18,12.18
Zfp719,M01586769,Zfp719(b):Hom,Hom,Male,2013-12-11,MUAW,81.7,2.7,29.7,52,58.7,1.45,0.62,0.03,8044.67,6101.5,9064.67,7362.17,5380.67,2.8,2.96,2.82,2.75,2.58,3,3.67,2.76,2.23,16.54,14.63,16.34,12.42
3300002A11Rik,M01577773,3300002A11Rik:Hom,Hom,Male,2013-12-12,MFBX,109.7,0.7,53,56.7,70.3,1.49,1.38,0.01,8834.67,4419.5,9464.5,8149,9253,2.31,1.93,2.35,2.24,2.79,2.54,3.07,2.26,4.14,15.68,14.14,15.29,12.93
Dennd1c,M01581479,Dennd1c(b):Hom,Hom,Male,2013-12-11,MUAT,83.7,3.3,36.3,47.3,60.7,1.45,0.78,0.03,7464.33,5184.5,11132.5,6789.5,5370.5,2.63,2.76,2.75,2.55,2.65,3.04,4.54,2.56,2.09,14.42,13.31,14.35,11.61
Vps33b,M01583746,Vps33b:Het,Het,Female,2013-12-12,MEXC,126,0.3,89.3,36.7,84.3,1.51,2.44,0,10960.33,3960,11435.83,9059.33,11081.67,2.6,3.25,2.66,2.47,2.89,3.73,4.47,3.14,4.56,15.8,14.22,15.8,12.44
Adap1,M01581920,Adap1:Hom,Hom,Female,2013-12-11,MFPC,89,0.7,21.7,67.3,31,3.64,0.36,0.11,10011.67,8608,10675.67,9302.17,6165.67,2.62,2.58,2.48,2.64,2.66,2.73,2.61,2.65,2.7,15.36,12.97,15.65,11.49
Vps33b,M01583759,WT,WT,Female,2013-12-12,MEXC,100.3,5,52.7,47.7,88,1.2,1.09,0.06,7857.33,5155.5,9487.17,6639.33,9023,2.39,2.36,2.45,2.35,2.59,2.38,2.68,2.18,2.99,15.05,13.43,15.08,11.78
Dennd1c,M01581483,Dennd1c(b):Hom,Hom,Female,2013-12-11,MUAT,108.3,0.3,75.7,32.7,83.7,1.34,3.24,0,9822.83,4086,9796,9437.83,9746.33,2.61,3.78,2.65,2.51,2.72,3.24,3.85,2.98,3.96,15.71,14,14.85,12.3
Adap1,M01581922,Adap1:Hom,Hom,Female,2013-12-11,MFPC,79,6,39.7,39.3,62.7,1.29,0.97,0.1,8058.67,8521,8136.17,7630.67,10169.33,2.85,2.71,2.92,2.78,2.75,3.06,3.55,2.94,3.19,15.79,14.2,15.68,11.29
Sgms1,M01580616,Sgms1:Hom,Hom,Male,2013-12-11,MEBK,106.3,2.7,42.7,63.7,71.7,1.71,0.73,0.03,8125,5073,8739.33,7829.17,7987.5,1.95,2.99,2,1.89,2.73,1.59,2.17,1.51,3.23,15.05,13.72,14.7,12.3
Sgms1,M01580622,Sgms1:Hom,Hom,Female,2013-12-11,MEBK,124.3,2.7,53.3,71,85,1.47,0.79,0.02,9931.67,6392.17,11578.5,9280.33,7995.17,2.17,2.34,2.19,2.14,2.69,2.29,2.91,2.05,3.97,14.99,13.83,14.85,12.62
Zranb1,M01581484,Zranb1:Hom,Hom,Male,2013-12-11,MFPS,79,0.7,34.7,44.3,46,1.81,0.8,0.01,13172.17,10900,13787.5,12151.5,10353.33,2.68,2.72,2.79,2.59,2.83,3.16,3.52,2.96,3.96,15.82,14.52,15.7,12.54
Vps33b,M01583739,WT,WT,Male,2013-12-12,MEXC,100.3,0.3,64.7,35.7,74,1.44,1.99,0,11997.5,4265,12887.17,10525.33,13655.83,2.36,2.76,2.44,2.28,2.74,2.81,3.27,2.45,3.86,15.39,13.98,14.64,12.16
Cpsf3,M01575515,Cpsf3(b):Het,Het,Female,2013-12-12,MUAO,34.3,5.3,21,13.3,67,0.42,1.05,0.76,6359.83,4350.5,7178.67,8051.5,6877.67,2.6,2.51,2.45,2.74,2.61,1.75,2.59,1.53,1.73,12.82,13.03,10.99,10.94
Vps33b,M01583765,WT,WT,Female,2013-12-12,MEXC,54.3,11.3,21,33.3,95.7,0.57,0.63,0.2,5474,6240.17,6938.67,4945,5763.17,2.51,2.58,2.73,2.32,2.6,2.25,2.93,1.87,2.77,13.33,12.34,13.23,12.29
Adap1,M01581918,Adap1:Hom,Hom,Male,2013-12-11,MFPC,119.7,1.3,80,39.7,83.7,1.52,2.06,0.01,12275,3655,12919.5,11040.83,12079.5,2.48,2.72,2.56,2.35,2.68,3.22,3.6,2.67,3.26,15.14,13.43,14.95,11.65
Bach2,M01579885,WT,WT,Male,2013-12-12,MFZQ,78.7,1,33.3,45.3,55.7,1.46,0.83,0.01,11117.5,4975,12725.33,10353,11145.5,2.27,3.01,2.31,2.28,2.82,2.23,3.01,2.06,3.6,14.84,12.73,14.65,12.18
Vps33b,M01583740,Vps33b:Het,Het,Male,2013-12-12,MEXC,96.3,2.7,60,36.3,73.3,1.32,1.65,0.03,8989.17,6019.17,9574.17,7571.67,7430.67,2.75,2.82,2.8,2.72,2.8,3.42,3.94,3.17,3.13,15,13.75,14.48,12.17
Dusp5,M01583373,Dusp5:Hom,Hom,Female,2013-12-11,MFAJ,110.7,3,49.7,61,54.3,3.01,0.78,0.04,7091.17,4823,10384.33,6987.5,10784.33,2.58,2.7,2.64,2.54,2.89,2.54,2.69,2.49,3.47,15.96,13.59,15.86,11.58
Zranb1,M01581392,Zranb1:Hom,Hom,Female,2013-12-11,MFPS,112.7,6.7,39.3,73.3,63,1.79,0.61,0.05,10553.5,5869,11496.17,9589.83,7981.67,2.48,2.53,2.52,2.47,2.66,2.7,3.07,2.66,3.2,14.76,12.7,14.45,12.41
Srsf7,M01586112,Srsf7:Het,Het,Female,2013-12-18,MFJE,108.3,23.7,59,49.3,89.3,1.24,1.18,0.22,8103.17,5449.33,8551,7184,4870.5,2.95,2.85,2.95,2.88,2.88,3.18,3.61,2.92,2.2,15.24,13.88,15.06,11.71
Rundc1,M01591033,Rundc1(b):Het,Het,Female,2013-12-19,MUAV,72.7,10.3,22.7,50,52.7,1.4,0.46,0.15,6316.83,5163.33,6969.33,5987.83,6705.5,2.88,2.58,2.95,2.86,2.75,2.69,3,2.5,2.33,14.78,13.54,14.86,11.36
Zkscan17,M01591678,Zkscan17(b):Het,Het,Male,2013-12-18,MUBB,89.7,3,41,48.7,60.3,1.5,0.94,0.03,8062.17,4047.5,8320.67,8102.67,8307.83,2.61,2.68,2.64,2.58,2.74,2.64,3.06,2.49,3.21,16.33,14.56,15.66,12.35
Cnbd1,M01582132,Cnbd1(b):Hom,Hom,Male,2013-12-19,MUAY,43.3,11,12.7,30.7,50.3,0.88,0.37,0.41,8051.83,5606.17,11406.67,7718.17,4899,2.76,2.98,2.77,2.77,2.8,3.08,3.18,2.89,2.58,16.33,14.03,16.28,12.55
Rundc1,M01591029,WT,WT,Male,2013-12-19,MUAV,71.7,4,29,42.7,65,1.12,0.73,0.06,10374.33,8316.5,10636.33,10305.83,6079.83,2.83,2.81,2.92,2.8,2.73,2.95,3.44,2.79,2.43,14.92,12.98,14.93,11.41
Cnbd1,M01588355,Cnbd1(b):Hom,Hom,Female,2013-12-19,MUAY,184.7,4.3,133.3,51.3,109,1.7,2.61,0.02,8140.83,5517,8481.33,6844.83,8322.67,2.46,1.93,2.48,2.39,2.88,2.66,3.14,2.2,4.39,14.85,13.6,14.97,12.64
Zkscan17,M01591637,WT,WT,Female,2013-12-19,MUBB,137.3,3,105,32.3,105,1.3,3.33,0.02,6730.33,4333,7278.83,5376.17,9825,2.68,2.75,2.75,2.46,2.64,3.09,3.61,2.47,3.56,14.64,13.3,14.11,12.14
Zkscan17,M01591639,Zkscan17(b):Het,Het,Female,2013-12-18,MUBB,119,0.7,63,56,76.3,1.61,1.46,0.01,9086.83,3381,9622.67,8509.5,10971.17,2.68,3.23,2.75,2.52,2.82,3,3.27,2.59,2.94,13.92,12.77,13.99,11.46
Zfp719,M01579909,Zfp719(b):Hom,Hom,Male,2013-12-18,MUAW,48.7,4.3,13.3,35.3,71.3,0.81,0.4,0.09,7816.83,5613.33,10144.83,6915.67,5121.83,2.75,2.99,2.87,2.67,2.78,2.46,3.02,2.1,1.32,13.29,12.7,12.99,11
Tcf7l2,M01584380,Tcf7l2:Het,Het,Male,2013-12-19,MEYN,73.3,3.7,23.7,49.7,46.7,1.56,0.47,0.06,7897.33,4083.67,9344.17,7319,5120,2.74,2.44,2.81,2.7,2.88,2.34,2.71,2.21,2.81,13.64,12.12,13.52,12.06
Cpsf3,M01579220,Cpsf3(b):Het,Het,Male,2013-12-18,MUAO,75.3,5.3,23.3,52,43,1.72,0.46,0.06,9217.83,6144,10259,8363.17,7400.5,2.8,2.7,2.79,2.8,2.91,2.96,3.11,2.81,2.44,14.85,14,14.96,11.44
Zkscan17,M01591681,WT,WT,Female,2013-12-19,MUBB,79.3,3.3,21.7,57.7,73,1.08,0.38,0.04,10562.17,6167.17,11471.83,10370.67,4412.67,2.64,2.75,2.66,2.62,2.59,2.72,2.92,2.56,1.98,12.25,11.8,12.21,11.5
Zkscan17,M01591680,WT,WT,Female,2013-12-19,MUBB,103.3,5,20,83.3,43.7,2.58,0.25,0.05,6286.67,5642.33,6526.17,6634.83,7306.67,2.51,2.4,2.61,2.46,2.52,2.34,2.36,2.33,2.19,14.05,12.68,14.28,11.17
Rundc1,M01591016,Rundc1(b):Het,Het,Male,2013-12-19,MUAV,79.7,9.3,36.3,43.3,74.3,1.1,0.86,0.13,6269.67,6208,6629.33,5593,8520.17,2.57,2.35,2.55,2.58,2.73,2.42,2.82,2.29,3.55,14.62,12.72,14.52,12.08
4933402N03Rik,M01592978,4933402N03Rik:Hom,Hom,Male,2013-12-19,MFAX,86,9,22.3,63.7,40,2.39,0.38,0.1,7002.33,6203.83,8449.17,6279.67,4978.17,2.69,2.44,2.76,2.67,2.71,2.6,3.11,2.39,2.19,15.76,14.61,15.59,12.23
Zfp719,M01579913,Zfp719(b):Hom,Hom,Female,2013-12-18,MUAW,48.7,3.3,17.3,31.3,49,1.25,0.76,0.07,8349.83,6589.5,9449.5,7782.17,8363,2.77,2.65,2.77,2.73,2.85,2.75,2.67,2.36,1.99,14.06,12.27,14.43,10.99
Rundc1,M01591011,WT,WT,Male,2013-12-19,MUAV,60,7.3,14.3,45.7,41.3,1.93,0.3,0.14,8898.5,4626.83,11853,7776,8140.33,2.68,2.81,2.75,2.67,2.8,2.27,2.27,2.16,1.81,13.19,11.75,13.7,10.95
4933402N03Rik,M01592981,4933402N03Rik:Hom,Hom,Female,2013-12-19,MFAX,100.7,2.3,77,23.7,98,1.04,3.32,0.03,7009,6003,7152.5,6229.33,8916.33,2.79,2.74,2.82,2.71,2.66,3.32,3.71,2.81,3.42,15.18,13.85,14.17,12.13
Cpsf3,M01579224,Cpsf3(b):Het,Het,Female,2013-12-18,MUAO,108.3,3.7,85,23.3,128.3,0.85,4.21,0.03,5538.67,10959,5639,5310,9324.33,2.72,2.71,2.76,2.62,2.52,2.59,2.98,2.26,4.9,16.1,14.42,14.45,13.12
Art4,M01586363,Art4:Hom,Hom,Male,2013-12-23,MFCP,85,5.3,48.7,36.3,69.3,1.29,1.62,0.14,9381.33,5467,10813.67,7947.33,7748.67,2.82,2.88,2.82,2.82,2.89,3.32,3.69,2.78,3.05,14.63,12.9,14.64,11.76
Zkscan17,M01595467,WT,WT,Female,2013-12-23,MUBB,94.7,1.3,57.7,37,80.3,1.28,1.79,0.01,7946.33,5765.83,9361.33,7069.5,11486.17,2.7,2.7,2.72,2.69,2.71,3.09,3.51,2.88,3.14,14.71,12.93,14.82,11.45
Zkscan17,M01595469,WT,WT,Female,2013-12-23,MUBB,108.3,3,72,36.3,98.3,1.15,2.39,0.02,6503.83,5411,7040.33,5358.67,7315.17,2.78,2.85,2.82,2.79,2.86,2.55,2.98,2.2,2.62,14.88,13.36,14.91,11.66
Zkscan17,M01595468,WT,WT,Female,2013-12-23,MUBB,108,4,62.3,45.7,84.7,1.32,1.69,0.04,9646.33,5450.5,10855.67,6809.33,9977.33,2.71,2.8,2.71,2.75,2.71,2.84,2.88,2.6,2.28,14.3,13.05,14.44,11.31
Polr3f,M01592941,WT,WT,Male,2013-12-23,MFVN,82.7,7.3,24.3,58.3,54,1.64,0.43,0.09,7682.83,5538.17,8005.67,7292.67,4418.5,2.84,2.67,2.82,2.86,2.81,2.85,2.7,2.86,2.28,15.47,13.51,15.25,12.16
Polr3f,M01591238,WT,WT,Male,2013-12-23,MFVN,80,3.7,27.7,52.3,51,1.67,0.53,0.05,8320.83,4570.25,8539,8211.17,8791.5,2.61,2.53,2.67,2.58,2.7,2.65,2.93,2.57,2.59,15.19,14,14.93,11.77
Zfp719,M01600622,Zfp719(b):Hom,Hom,Female,2013-12-23,MUAW,97.3,0.7,64,33.3,83.3,1.19,2.52,0.01,9609.83,7141.5,9878.67,9167,8577,2.69,2.21,2.75,2.57,2.61,3.21,3.48,3,2.64,17.13,14.86,16.66,12.18
Tmem126a,M01594633,Tmem126a:Hom,Hom,Female,2013-12-23,MEJS,38.3,13.3,18.3,20,108.7,0.35,1.22,0.45,4844,5474.67,5411.83,4574.17,8739.67,2.6,2.35,2.67,2.51,2.7,1.91,2.25,1.61,2.84,11.88,11.79,12,11.73
Tmc3,M01586685,Tmc3(b):Hom,Hom,Female,2013-12-23,MUBQ,73.7,4,18.7,55,46.7,2.16,0.59,0.05,6099.67,4666,6295.5,6146.5,5151,2.56,2.48,2.53,2.55,2.48,2.32,2.66,2.34,1.52,14.99,14.34,15.15,11.04
Hecw2,M01595602,Hecw2:Het,Het,Female,2013-12-23,MFHN,125,1,76,49,82,1.57,1.9,0.01,9352,5746,10929.67,8133.33,9348.33,2.6,2.78,2.6,2.53,2.78,3.06,3.63,2.62,3.37,14.73,13.39,14.3,11.84
Polr3f,M01588680,Polr3f:Het,Het,Female,2013-12-23,MFVN,122,0.3,77.3,44.7,87.7,1.4,1.79,0,12305,8689,13847.5,9192.83,11796.5,2.52,2.26,2.55,2.45,2.75,2.92,3.69,2.22,3.76,13.84,12.84,13.21,12.13
